source_file,annotator,sentence_id,sentence_text,token,start,stop,event_bio,event_bio_2,pmode_bio,pmode_bio_2
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",eines,51,56,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",Morgens,57,64,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",aus,65,68,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",unruhigen,69,78,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",Träumen,79,86,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",erwachte,87,95,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",",",95,96,O,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",fand,97,101,B-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",er,102,104,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",sich,105,109,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",in,110,112,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",seinem,113,119,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",Bett,120,124,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",zu,125,127,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",einem,128,133,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",ungeheueren,134,145,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",Ungeziefer,146,156,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",verwandelt,157,167,I-change_of_state,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,2,"Als Gregor Samsa eines Morgens aus unruhigen Träumen erwachte, fand er sich in seinem Bett zu einem ungeheueren Ungeziefer verwandelt.",.,167,168,O,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Er,169,171,B-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",lag,172,175,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",auf,176,179,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",seinem,180,186,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",panzerartig,187,198,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",harten,199,205,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Rücken,206,212,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",und,213,216,B-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",sah,217,220,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",220,221,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",wenn,222,226,I-process,B-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",er,227,229,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",den,230,233,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Kopf,234,238,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",ein,239,242,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",wenig,243,248,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",hob,249,252,I-process,I-process,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",252,253,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",seinen,254,260,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",gewölbten,261,270,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",270,271,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",braunen,272,279,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",279,280,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",von,281,284,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",bogenförmigen,285,298,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Versteifungen,299,312,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",geteilten,313,322,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Bauch,323,328,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",328,329,O,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",auf,330,333,B-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",dessen,334,340,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Höhe,341,345,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",sich,346,350,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",die,351,354,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Bettdecke,355,364,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",364,365,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",zum,366,369,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",gänzlichen,370,380,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",Niedergleiten,381,394,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",bereit,395,401,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",",",401,402,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",kaum,403,407,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",noch,408,412,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",erhalten,413,421,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",konnte,422,428,I-stative_event,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,3,"Er lag auf seinem panzerartig harten Rücken und sah, wenn er den Kopf ein wenig hob, seinen gewölbten, braunen, von bogenförmigen Versteifungen geteilten Bauch, auf dessen Höhe sich die Bettdecke, zum gänzlichen Niedergleiten bereit, kaum noch erhalten konnte.",.,428,429,O,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",Seine,430,435,B-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",vielen,436,442,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",",",442,443,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",im,444,446,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",Vergleich,447,456,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",zu,457,459,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",seinem,460,466,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",sonstigen,467,476,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",Umfang,477,483,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",kläglich,484,492,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",dünnen,493,499,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",Beine,500,505,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",flimmerten,506,516,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",ihm,517,520,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",hilflos,521,528,I-process,O,O,O
metamorphosis,CURATION_USER_Kafka_Franz_Die_Verwandlung,4,"Seine vielen, im Vergleich zu seinem sonstigen Umfang kläglich dünnen Beine flimmerten ihm hilflos vor den Augen.  »Was ist mit mir geschehen?",vor,529,532,I-process,O,O,O
