source_file,annotator,sentence_id,sentence_text,token,start,stop,event_bio,event_bio_2,pmode_bio,pmode_bio_2
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",una,152,155,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",corazza,156,163,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",",",163,164,O,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",e,165,166,B-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",levando,167,174,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",un,175,177,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",poco,178,182,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",la,183,185,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",testa,186,191,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",scorgeva,192,200,B-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",",",200,201,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",diviso,202,208,I-process,B-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",da,209,211,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",nervature,212,221,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",arcuate,222,229,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",",",229,230,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",il,231,233,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",suo,234,237,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",ventre,238,244,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",bruno,245,250,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",e,251,252,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",prominente,253,263,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",in,264,266,B-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",cima,267,271,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",al,272,274,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",quale,275,280,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",la,281,283,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",coperta,284,291,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",",",291,292,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",ormai,293,298,I-process,B-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",in,299,301,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",procinto,302,310,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",di,311,313,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",scivolare,314,323,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",a,324,325,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",terra,326,331,I-process,I-process,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",",",331,332,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",si,333,335,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",reggeva,336,343,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",appena,344,350,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,2,"Era steso sul dorso, duro come una corazza, e levando un poco la testa scorgeva, diviso da nervature arcuate, il suo ventre bruno e prominente in cima al quale la coperta, ormai in procinto di scivolare a terra, si reggeva appena.",.,350,351,O,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",Le,352,354,B-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",numerose,355,363,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",zampette,364,372,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",",",372,373,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",desolatamente,374,387,I-process,B-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",esili,388,393,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",se,394,396,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",paragonate,397,407,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",alla,408,412,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",sua,413,416,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",mole,417,421,I-process,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",",",421,422,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",gli,423,426,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",oscillavano,427,438,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",impotenti,439,448,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",davanti,449,456,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",agli,457,461,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",occhi,462,467,I-process,O,O,O
Metamorfosi.txt,CURATION_USER,3,"Le numerose zampette, desolatamente esili se paragonate alla sua mole, gli oscillavano impotenti davanti agli occhi.",.,467,468,O,O,O,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,«,470,471,O,O,O,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,Cosa,471,475,B-non_event,O,B-direct speech,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,mi,476,478,I-non_event,O,I-direct speech,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,è,479,480,I-non_event,O,I-direct speech,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,successo,481,489,I-non_event,O,I-direct speech,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,?,489,490,O,O,O,O
Metamorfosi.txt,CURATION_USER,4,«Cosa mi è successo?»,»,490,491,O,O,O,O
Metamorfosi.txt,CURATION_USER,5,pensò.,pensò,492,497,B-process,O,O,O
Metamorfosi.txt,CURATION_USER,5,pensò.,.,497,498,O,O,O,O
Metamorfosi.txt,CURATION_USER,6,Non era un sogno.,Non,499,502,B-non_event,O,O,O
Metamorfosi.txt,CURATION_USER,6,Non era un sogno.,era,503,506,I-non_event,O,O,O
Metamorfosi.txt,CURATION_USER,6,Non era un sogno.,un,507,509,I-non_event,O,O,O
Metamorfosi.txt,CURATION_USER,6,Non era un sogno.,sogno,510,515,I-non_event,O,O,O
Metamorfosi.txt,CURATION_USER,6,Non era un sogno.,.,515,516,O,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",La,517,519,B-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",sua,520,523,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",camera,524,530,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",",",530,531,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",una,532,535,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",vera,536,540,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",camera,541,547,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",da,548,550,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",es-seri,551,558,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",umani,559,564,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",",",564,565,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",anche,566,571,I-stative_event,B-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",se,572,574,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",un,575,577,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",po,578,580,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",',580,581,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",troppo,582,588,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",piccola,589,596,I-stative_event,I-non_event,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",",",596,597,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",stava,598,603,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",silenziosa,604,614,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",fra,615,618,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",le,619,621,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",quattro,622,629,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",consuete,630,638,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",pareti,639,645,I-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,7,"La sua camera, una vera camera da es-seri umani, anche se un po' troppo piccola, stava silenziosa fra le quattro consuete pareti.",.,645,646,O,O,O,O
Metamorfosi.txt,CURATION_USER,8,"Al di sopra del tavolo, sul quale si trovava aperto un campionario di stoffe — Samsa faceva il commesso viaggiatore — era appesa l'immagine che aveva di recente ritagliato da una rivista illustrata e montato in una bella cornice dorata.",Al,647,649,B-stative_event,O,O,O
Metamorfosi.txt,CURATION_USER,8,"Al di sopra del tavolo, sul quale si trovava aperto un campionario di stoffe — Samsa faceva il commesso viaggiatore — era appesa l'immagine che aveva di recente ritagliato da una rivista illustrata e montato in una bella cornice dorata.",di,650,652,I-stative_event,O,O,O
